"item_id","test_assignment","test_number","test_start_date"
2021.0,0.0,"item_test_1","2013-01-05 00:00:00"
1772.0,1.0,"item_test_1","2013-01-05 00:00:00"
1281.0,0.0,"item_test_1","2013-01-05 00:00:00"
3772.0,0.0,"item_test_1","2013-01-05 00:00:00"
2775.0,0.0,"item_test_1","2013-01-05 00:00:00"
1207.0,0.0,"item_test_1","2013-01-05 00:00:00"
3497.0,0.0,"item_test_1","2013-01-05 00:00:00"
1295.0,1.0,"item_test_1","2013-01-05 00:00:00"
2341.0,0.0,"item_test_1","2013-01-05 00:00:00"
516.0,0.0,"item_test_1","2013-01-05 00:00:00"
2313.0,0.0,"item_test_1","2013-01-05 00:00:00"
3534.0,0.0,"item_test_1","2013-01-05 00:00:00"
1600.0,1.0,"item_test_1","2013-01-05 00:00:00"
3445.0,0.0,"item_test_1","2013-01-05 00:00:00"
273.0,0.0,"item_test_1","2013-01-05 00:00:00"
3927.0,1.0,"item_test_1","2013-01-05 00:00:00"
1572.0,0.0,"item_test_1","2013-01-05 00:00:00"
2520.0,0.0,"item_test_1","2013-01-05 00:00:00"
1068.0,0.0,"item_test_1","2013-01-05 00:00:00"
1505.0,0.0,"item_test_1","2013-01-05 00:00:00"
2172.0,0.0,"item_test_1","2013-01-05 00:00:00"
2162.0,1.0,"item_test_1","2013-01-05 00:00:00"
2293.0,0.0,"item_test_1","2013-01-05 00:00:00"
3384.0,0.0,"item_test_1","2013-01-05 00:00:00"
233.0,0.0,"item_test_1","2013-01-05 00:00:00"
1082.0,0.0,"item_test_1","2013-01-05 00:00:00"
2340.0,0.0,"item_test_1","2013-01-05 00:00:00"
1533.0,1.0,"item_test_1","2013-01-05 00:00:00"
378.0,0.0,"item_test_1","2013-01-05 00:00:00"
146.0,0.0,"item_test_1","2013-01-05 00:00:00"
1437.0,0.0,"item_test_1","2013-01-05 00:00:00"
3797.0,1.0,"item_test_1","2013-01-05 00:00:00"
1686.0,0.0,"item_test_1","2013-01-05 00:00:00"
413.0,0.0,"item_test_1","2013-01-05 00:00:00"
3762.0,1.0,"item_test_1","2013-01-05 00:00:00"
3946.0,0.0,"item_test_1","2013-01-05 00:00:00"
1890.0,1.0,"item_test_1","2013-01-05 00:00:00"
3195.0,0.0,"item_test_1","2013-01-05 00:00:00"
1627.0,0.0,"item_test_1","2013-01-05 00:00:00"
612.0,0.0,"item_test_1","2013-01-05 00:00:00"
39.0,1.0,"item_test_1","2013-01-05 00:00:00"
3366.0,0.0,"item_test_1","2013-01-05 00:00:00"
97.0,0.0,"item_test_1","2013-01-05 00:00:00"
397.0,1.0,"item_test_1","2013-01-05 00:00:00"
72.0,0.0,"item_test_1","2013-01-05 00:00:00"
2884.0,1.0,"item_test_1","2013-01-05 00:00:00"
3520.0,1.0,"item_test_1","2013-01-05 00:00:00"
3084.0,0.0,"item_test_1","2013-01-05 00:00:00"
3146.0,0.0,"item_test_1","2013-01-05 00:00:00"
3285.0,1.0,"item_test_1","2013-01-05 00:00:00"
3035.0,1.0,"item_test_1","2013-01-05 00:00:00"
2241.0,1.0,"item_test_1","2013-01-05 00:00:00"
3651.0,0.0,"item_test_1","2013-01-05 00:00:00"
3513.0,0.0,"item_test_1","2013-01-05 00:00:00"
1852.0,1.0,"item_test_1","2013-01-05 00:00:00"
3625.0,0.0,"item_test_1","2013-01-05 00:00:00"
237.0,0.0,"item_test_1","2013-01-05 00:00:00"
784.0,1.0,"item_test_1","2013-01-05 00:00:00"
1011.0,0.0,"item_test_1","2013-01-05 00:00:00"
1870.0,1.0,"item_test_1","2013-01-05 00:00:00"
1934.0,0.0,"item_test_1","2013-01-05 00:00:00"
1603.0,1.0,"item_test_1","2013-01-05 00:00:00"
651.0,1.0,"item_test_1","2013-01-05 00:00:00"
196.0,1.0,"item_test_1","2013-01-05 00:00:00"
3434.0,0.0,"item_test_1","2013-01-05 00:00:00"
411.0,1.0,"item_test_1","2013-01-05 00:00:00"
541.0,1.0,"item_test_1","2013-01-05 00:00:00"
2112.0,1.0,"item_test_1","2013-01-05 00:00:00"
1935.0,1.0,"item_test_1","2013-01-05 00:00:00"
1509.0,1.0,"item_test_1","2013-01-05 00:00:00"
2409.0,1.0,"item_test_1","2013-01-05 00:00:00"
946.0,1.0,"item_test_1","2013-01-05 00:00:00"
3777.0,1.0,"item_test_1","2013-01-05 00:00:00"
1166.0,1.0,"item_test_1","2013-01-05 00:00:00"
2640.0,0.0,"item_test_1","2013-01-05 00:00:00"
3405.0,1.0,"item_test_1","2013-01-05 00:00:00"
1375.0,0.0,"item_test_1","2013-01-05 00:00:00"
1944.0,0.0,"item_test_1","2013-01-05 00:00:00"
3423.0,1.0,"item_test_1","2013-01-05 00:00:00"
3348.0,0.0,"item_test_1","2013-01-05 00:00:00"
2200.0,1.0,"item_test_1","2013-01-05 00:00:00"
1582.0,0.0,"item_test_1","2013-01-05 00:00:00"
3381.0,0.0,"item_test_1","2013-01-05 00:00:00"
3724.0,1.0,"item_test_1","2013-01-05 00:00:00"
1283.0,0.0,"item_test_1","2013-01-05 00:00:00"
869.0,0.0,"item_test_1","2013-01-05 00:00:00"
207.0,1.0,"item_test_1","2013-01-05 00:00:00"
1863.0,1.0,"item_test_1","2013-01-05 00:00:00"
3148.0,0.0,"item_test_1","2013-01-05 00:00:00"
1229.0,0.0,"item_test_1","2013-01-05 00:00:00"
1928.0,0.0,"item_test_1","2013-01-05 00:00:00"
3466.0,0.0,"item_test_1","2013-01-05 00:00:00"
3657.0,0.0,"item_test_1","2013-01-05 00:00:00"
2359.0,0.0,"item_test_1","2013-01-05 00:00:00"
137.0,0.0,"item_test_1","2013-01-05 00:00:00"
2795.0,0.0,"item_test_1","2013-01-05 00:00:00"
1303.0,0.0,"item_test_1","2013-01-05 00:00:00"
3807.0,1.0,"item_test_1","2013-01-05 00:00:00"
1089.0,0.0,"item_test_1","2013-01-05 00:00:00"
3650.0,1.0,"item_test_1","2013-01-05 00:00:00"
2831.0,1.0,"item_test_1","2013-01-05 00:00:00"
1515.0,1.0,"item_test_1","2013-01-05 00:00:00"
2589.0,0.0,"item_test_1","2013-01-05 00:00:00"
3477.0,0.0,"item_test_1","2013-01-05 00:00:00"
2504.0,1.0,"item_test_1","2013-01-05 00:00:00"
2874.0,0.0,"item_test_1","2013-01-05 00:00:00"
1332.0,0.0,"item_test_1","2013-01-05 00:00:00"
930.0,1.0,"item_test_1","2013-01-05 00:00:00"
935.0,0.0,"item_test_1","2013-01-05 00:00:00"
3574.0,1.0,"item_test_1","2013-01-05 00:00:00"
347.0,1.0,"item_test_1","2013-01-05 00:00:00"
269.0,0.0,"item_test_1","2013-01-05 00:00:00"
1879.0,0.0,"item_test_1","2013-01-05 00:00:00"
3838.0,1.0,"item_test_1","2013-01-05 00:00:00"
2625.0,1.0,"item_test_1","2013-01-05 00:00:00"
2635.0,0.0,"item_test_1","2013-01-05 00:00:00"
2176.0,1.0,"item_test_1","2013-01-05 00:00:00"
1215.0,0.0,"item_test_1","2013-01-05 00:00:00"
867.0,1.0,"item_test_1","2013-01-05 00:00:00"
2710.0,1.0,"item_test_1","2013-01-05 00:00:00"
1294.0,1.0,"item_test_1","2013-01-05 00:00:00"
2170.0,0.0,"item_test_1","2013-01-05 00:00:00"
1490.0,1.0,"item_test_1","2013-01-05 00:00:00"
2448.0,0.0,"item_test_1","2013-01-05 00:00:00"
3352.0,0.0,"item_test_1","2013-01-05 00:00:00"
3846.0,0.0,"item_test_1","2013-01-05 00:00:00"
2954.0,1.0,"item_test_1","2013-01-05 00:00:00"
2462.0,0.0,"item_test_1","2013-01-05 00:00:00"
2515.0,1.0,"item_test_1","2013-01-05 00:00:00"
2379.0,0.0,"item_test_1","2013-01-05 00:00:00"
2483.0,0.0,"item_test_1","2013-01-05 00:00:00"
2764.0,0.0,"item_test_1","2013-01-05 00:00:00"
301.0,1.0,"item_test_1","2013-01-05 00:00:00"
2881.0,0.0,"item_test_1","2013-01-05 00:00:00"
3563.0,1.0,"item_test_1","2013-01-05 00:00:00"
2673.0,1.0,"item_test_1","2013-01-05 00:00:00"
2950.0,0.0,"item_test_1","2013-01-05 00:00:00"
2995.0,1.0,"item_test_1","2013-01-05 00:00:00"
1353.0,1.0,"item_test_1","2013-01-05 00:00:00"
2122.0,1.0,"item_test_1","2013-01-05 00:00:00"
3937.0,1.0,"item_test_1","2013-01-05 00:00:00"
768.0,1.0,"item_test_1","2013-01-05 00:00:00"
1338.0,0.0,"item_test_1","2013-01-05 00:00:00"
3365.0,1.0,"item_test_1","2013-01-05 00:00:00"
824.0,0.0,"item_test_1","2013-01-05 00:00:00"
2227.0,0.0,"item_test_1","2013-01-05 00:00:00"
316.0,0.0,"item_test_1","2013-01-05 00:00:00"
179.0,1.0,"item_test_1","2013-01-05 00:00:00"
1420.0,0.0,"item_test_1","2013-01-05 00:00:00"
1513.0,1.0,"item_test_1","2013-01-05 00:00:00"
2199.0,1.0,"item_test_1","2013-01-05 00:00:00"
2507.0,0.0,"item_test_1","2013-01-05 00:00:00"
893.0,0.0,"item_test_1","2013-01-05 00:00:00"
1843.0,0.0,"item_test_1","2013-01-05 00:00:00"
700.0,1.0,"item_test_1","2013-01-05 00:00:00"
2696.0,0.0,"item_test_1","2013-01-05 00:00:00"
18.0,1.0,"item_test_1","2013-01-05 00:00:00"
3785.0,0.0,"item_test_1","2013-01-05 00:00:00"
2275.0,1.0,"item_test_1","2013-01-05 00:00:00"
1184.0,1.0,"item_test_1","2013-01-05 00:00:00"
2042.0,0.0,"item_test_1","2013-01-05 00:00:00"
3197.0,1.0,"item_test_1","2013-01-05 00:00:00"
2044.0,1.0,"item_test_1","2013-01-05 00:00:00"
416.0,1.0,"item_test_1","2013-01-05 00:00:00"
1319.0,0.0,"item_test_1","2013-01-05 00:00:00"
3898.0,1.0,"item_test_1","2013-01-05 00:00:00"
1170.0,1.0,"item_test_1","2013-01-05 00:00:00"
1562.0,1.0,"item_test_1","2013-01-05 00:00:00"
390.0,0.0,"item_test_1","2013-01-05 00:00:00"
171.0,1.0,"item_test_1","2013-01-05 00:00:00"
1850.0,1.0,"item_test_1","2013-01-05 00:00:00"
3476.0,0.0,"item_test_1","2013-01-05 00:00:00"
1247.0,0.0,"item_test_1","2013-01-05 00:00:00"
1475.0,1.0,"item_test_1","2013-01-05 00:00:00"
190.0,1.0,"item_test_1","2013-01-05 00:00:00"
3558.0,1.0,"item_test_1","2013-01-05 00:00:00"
1246.0,0.0,"item_test_1","2013-01-05 00:00:00"
2106.0,0.0,"item_test_1","2013-01-05 00:00:00"
3039.0,1.0,"item_test_1","2013-01-05 00:00:00"
1913.0,1.0,"item_test_1","2013-01-05 00:00:00"
2253.0,0.0,"item_test_1","2013-01-05 00:00:00"
1220.0,1.0,"item_test_1","2013-01-05 00:00:00"
2694.0,0.0,"item_test_1","2013-01-05 00:00:00"
2073.0,1.0,"item_test_1","2013-01-05 00:00:00"
418.0,1.0,"item_test_1","2013-01-05 00:00:00"
3794.0,0.0,"item_test_1","2013-01-05 00:00:00"
415.0,0.0,"item_test_1","2013-01-05 00:00:00"
2631.0,1.0,"item_test_1","2013-01-05 00:00:00"
2668.0,0.0,"item_test_1","2013-01-05 00:00:00"
595.0,1.0,"item_test_1","2013-01-05 00:00:00"
3925.0,0.0,"item_test_1","2013-01-05 00:00:00"
649.0,1.0,"item_test_1","2013-01-05 00:00:00"
3798.0,1.0,"item_test_1","2013-01-05 00:00:00"
2762.0,0.0,"item_test_1","2013-01-05 00:00:00"
2846.0,0.0,"item_test_1","2013-01-05 00:00:00"
2009.0,0.0,"item_test_1","2013-01-05 00:00:00"
1436.0,0.0,"item_test_1","2013-01-05 00:00:00"
3005.0,0.0,"item_test_1","2013-01-05 00:00:00"
2746.0,1.0,"item_test_1","2013-01-05 00:00:00"
3340.0,0.0,"item_test_1","2013-01-05 00:00:00"
1965.0,0.0,"item_test_1","2013-01-05 00:00:00"
3082.0,0.0,"item_test_1","2013-01-05 00:00:00"
1110.0,0.0,"item_test_1","2013-01-05 00:00:00"
3474.0,0.0,"item_test_1","2013-01-05 00:00:00"
3301.0,1.0,"item_test_1","2013-01-05 00:00:00"
2891.0,0.0,"item_test_1","2013-01-05 00:00:00"
963.0,0.0,"item_test_1","2013-01-05 00:00:00"
3955.0,1.0,"item_test_1","2013-01-05 00:00:00"
3627.0,0.0,"item_test_1","2013-01-05 00:00:00"
238.0,1.0,"item_test_1","2013-01-05 00:00:00"
2210.0,0.0,"item_test_1","2013-01-05 00:00:00"
3554.0,0.0,"item_test_1","2013-01-05 00:00:00"
3250.0,1.0,"item_test_1","2013-01-05 00:00:00"
3703.0,1.0,"item_test_1","2013-01-05 00:00:00"
3086.0,1.0,"item_test_1","2013-01-05 00:00:00"
3496.0,0.0,"item_test_1","2013-01-05 00:00:00"
855.0,0.0,"item_test_1","2013-01-05 00:00:00"
3053.0,1.0,"item_test_1","2013-01-05 00:00:00"
3002.0,1.0,"item_test_1","2013-01-05 00:00:00"
1084.0,0.0,"item_test_1","2013-01-05 00:00:00"
3090.0,0.0,"item_test_1","2013-01-05 00:00:00"
3326.0,1.0,"item_test_1","2013-01-05 00:00:00"
1241.0,1.0,"item_test_1","2013-01-05 00:00:00"
3102.0,0.0,"item_test_1","2013-01-05 00:00:00"
2342.0,1.0,"item_test_1","2013-01-05 00:00:00"
332.0,1.0,"item_test_1","2013-01-05 00:00:00"
3788.0,0.0,"item_test_1","2013-01-05 00:00:00"
1192.0,0.0,"item_test_1","2013-01-05 00:00:00"
3486.0,1.0,"item_test_1","2013-01-05 00:00:00"
422.0,0.0,"item_test_1","2013-01-05 00:00:00"
1794.0,1.0,"item_test_1","2013-01-05 00:00:00"
1086.0,0.0,"item_test_1","2013-01-05 00:00:00"
3240.0,1.0,"item_test_1","2013-01-05 00:00:00"
729.0,1.0,"item_test_1","2013-01-05 00:00:00"
2348.0,0.0,"item_test_1","2013-01-05 00:00:00"
2655.0,1.0,"item_test_1","2013-01-05 00:00:00"
3862.0,0.0,"item_test_1","2013-01-05 00:00:00"
2410.0,0.0,"item_test_1","2013-01-05 00:00:00"
1521.0,0.0,"item_test_1","2013-01-05 00:00:00"
2370.0,1.0,"item_test_1","2013-01-05 00:00:00"
819.0,1.0,"item_test_1","2013-01-05 00:00:00"
113.0,0.0,"item_test_1","2013-01-05 00:00:00"
2805.0,0.0,"item_test_1","2013-01-05 00:00:00"
2196.0,1.0,"item_test_1","2013-01-05 00:00:00"
42.0,1.0,"item_test_1","2013-01-05 00:00:00"
1434.0,1.0,"item_test_1","2013-01-05 00:00:00"
2508.0,1.0,"item_test_1","2013-01-05 00:00:00"
2443.0,0.0,"item_test_1","2013-01-05 00:00:00"
3623.0,1.0,"item_test_1","2013-01-05 00:00:00"
2519.0,0.0,"item_test_1","2013-01-05 00:00:00"
104.0,1.0,"item_test_1","2013-01-05 00:00:00"
1804.0,0.0,"item_test_1","2013-01-05 00:00:00"
3370.0,1.0,"item_test_1","2013-01-05 00:00:00"
3814.0,0.0,"item_test_1","2013-01-05 00:00:00"
3483.0,0.0,"item_test_1","2013-01-05 00:00:00"
2681.0,1.0,"item_test_1","2013-01-05 00:00:00"
3923.0,1.0,"item_test_1","2013-01-05 00:00:00"
2425.0,0.0,"item_test_1","2013-01-05 00:00:00"
990.0,1.0,"item_test_1","2013-01-05 00:00:00"
3538.0,0.0,"item_test_1","2013-01-05 00:00:00"
3362.0,0.0,"item_test_1","2013-01-05 00:00:00"
615.0,1.0,"item_test_1","2013-01-05 00:00:00"
3181.0,1.0,"item_test_1","2013-01-05 00:00:00"
1552.0,0.0,"item_test_1","2013-01-05 00:00:00"
619.0,1.0,"item_test_1","2013-01-05 00:00:00"
1973.0,1.0,"item_test_1","2013-01-05 00:00:00"
3517.0,1.0,"item_test_1","2013-01-05 00:00:00"
1586.0,1.0,"item_test_1","2013-01-05 00:00:00"
3332.0,0.0,"item_test_1","2013-01-05 00:00:00"
